"INCIDENT_KEY","OCCUR_DATE","OCCUR_TIME","BORO","PRECINCT","PERP_AGE_GROUP","PERP_SEX","PERP_RACE","VIC_AGE_GROUP","VIC_SEX","VIC_RACE","Latitude","Longitude","NTA_clean","Number_poverty","Percent_poverty","Number_education","Percent_education","Year","Month"
279262206,2023-12-20,03:35:00,"BRONX",47,"18-24","M","WHITE HISPANIC","25-44","M","BLACK",40.885545,-73.865086,"williamsbridge olinville",14071,22.9,31537,78.5,2023,12
247895558,2022-07-12,00:41:00,"BROOKLYN",88,"<18","M","BLACK","18-24","M","BLACK",40.69513,-73.973306,"fort greene",5836,23,20509,86.3,2022,7
209281503,2020-02-09,02:27:00,"BRONX",40,"25-44","M","BLACK","25-44","M","BLACK",40.809193108,-73.925189726,"mott haven port morris",23848,44.4,20979,62,2020,2
244430639,2022-05-01,03:00:00,"MANHATTAN",25,"25-44","F","BLACK","25-44","M","BLACK",40.798961,-73.943488,"east harlem",35137,29.9,34290,75.9,2022,5
226542151,2021-04-05,23:15:00,"BROOKLYN",73,"45-64","M","BLACK","<18","F","BLACK",40.667789106,-73.905871605,"brownsville",23424,39.9,59961,76.8,2021,4
166188252,2017-06-19,00:50:00,"MANHATTAN",28,"25-44","M","BLACK","18-24","M","BLACK",40.8054569020001,-73.945012308,"east harlem",37227,30.7,32600,74.6,2017,6
172635031,2017-12-14,20:24:00,"MANHATTAN",25,"45-64","M","BLACK","45-64","M","BLACK",40.7982920090001,-73.941871012,"east harlem",34617,31.1,58544,72.9,2017,12
234268729,2021-09-29,12:50:00,"BRONX",48,"18-24","M","BLACK HISPANIC","<18","M","BLACK HISPANIC",40.853506962,-73.882203096,"belmont",12844,39.7,10150,67.8,2021,9
200994120,2019-08-11,03:40:00,"BROOKLYN",75,"18-24","M","BLACK","25-44","M","BLACK",40.676118789,-73.9007806239999,"east new york",49585,24.3,94674,78.1,2019,8
269541208,2023-06-08,02:00:00,"BROOKLYN",70,"18-24","M","BLACK","25-44","M","BLACK",40.645919,-73.961443,"flatbush",10613,15.9,59548,84.3,2023,6
273846994,2023-09-03,04:07:00,"BROOKLYN",83,"25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC",40.699245,-73.914143,"bushwick",38525,28.6,48014,58.8,2023,9
249003408,2022-08-03,12:13:00,"BROOKLYN",73,"45-64","M","BLACK","25-44","M","BLACK HISPANIC",40.657248,-73.906582,"brownsville",24010,43.1,57762,74.7,2022,8
268390097,2023-05-17,01:46:00,"MANHATTAN",25,"25-44","M","BLACK","25-44","M","BLACK",40.797475,-73.938898,"east harlem",36569,31.5,55490,72.3,2023,5
234208836,2021-09-28,20:40:00,"MANHATTAN",24,"25-44","M","BLACK","25-44","F","BLACK",40.789310287,-73.9738376509999,"upper west side",14433,10.9,144651,94.2,2021,9
178203199,2018-04-14,01:02:00,"BROOKLYN",73,"25-44","M","BLACK","45-64","F","BLACK",40.661516835,-73.910578532,"brownsville",20969,41.4,54540,72.5,2018,4
195254733,2019-03-27,13:43:00,"MANHATTAN",34,"25-44","M","WHITE HISPANIC","45-64","M","WHITE HISPANIC",40.851705361,-73.931994893,"washington heights",66700,25.4,141789,71,2019,3
239630237,2022-01-24,20:20:00,"MANHATTAN",33,"25-44","M","BLACK","25-44","M","BLACK HISPANIC",40.840788,-73.938148,"washington heights",66842,25.8,124574,69.1,2022,1
227950655,2021-05-08,23:37:00,"MANHATTAN",23,"18-24","M","WHITE HISPANIC","25-44","M","BLACK",40.7881195420001,-73.950256811,"east harlem",35961,32.9,61174,75.1,2021,5
270825478,2023-07-05,02:20:00,"BROOKLYN",73,"25-44","M","BLACK","18-24","M","BLACK",40.66318,-73.91005,"brownsville",24010,43.1,22757,72.6,2023,7
202804357,2019-09-23,11:45:00,"MANHATTAN",23,"25-44","M","BLACK","18-24","M","BLACK HISPANIC",40.7958473410001,-73.9469084579999,"east harlem",34617,31.1,54060,71.9,2019,9
245824158,2022-05-29,04:41:00,"BROOKLYN",73,"18-24","M","BLACK","25-44","F","BLACK",40.664024,-73.909775,"brownsville",23424,39.9,27197,73.5,2022,5
162178920,2017-02-22,03:32:00,"BROOKLYN",75,"18-24","M","BLACK","25-44","F","BLACK",40.669566855,-73.8885781769999,"east new york",28986,29.3,51947,82,2017,2
243566417,2022-04-12,08:26:00,"BROOKLYN",72,"45-64","M","BLACK","45-64","F","WHITE",40.6581577535544,-74.0004411548878,"sunset park",33324,26.8,59001,58.6,2022,4
222115833,2020-12-21,12:44:00,"QUEENS",113,"18-24","M","BLACK","25-44","M","BLACK",40.684768386,-73.783302248,"baisley park",4606,13,22473,82.5,2020,12
167425281,2017-07-25,21:47:00,"BROOKLYN",73,"25-44","M","BLACK","25-44","M","BLACK",40.656002152,-73.9043574039999,"brownsville",23424,39.9,23392,72.8,2017,7
217256578,2020-08-31,23:10:00,"STATEN ISLAND",120,"18-24","M","BLACK","18-24","F","BLACK",40.6344127950001,-74.118963428,"port richmond",14333,21.6,35930,82,2020,8
273126315,2023-08-18,23:12:00,"MANHATTAN",25,"25-44","M","BLACK","25-44","M","BLACK HISPANIC",40.798965,-73.942427,"east harlem",39284,33.3,65848,76.5,2023,8
227221324,2021-04-21,15:55:00,"BROOKLYN",79,"<18","M","BLACK","<18","M","BLACK",40.6793946700001,-73.9449839769999,"bedford stuyvesant",41921,28.6,58841,75.2,2021,4
204338717,2019-10-28,15:53:00,"QUEENS",103,"<18","M","BLACK","<18","F","BLACK",40.7063880310001,-73.799971844,"jamaica",9201,15.7,188549,83,2019,10
271656067,2023-07-20,08:00:00,"BROOKLYN",81,"45-64","M","BLACK","25-44","F","WHITE HISPANIC",40.689924,-73.937928,"bedford stuyvesant",43803,32.5,49551,84.8,2023,7
161933733,2017-02-15,03:42:00,"QUEENS",105,"18-24","M","BLACK","25-44","F","BLACK",40.677792616,-73.745171072,"laurelton",1844,7,15402,85.2,2017,2
241569061,2022-03-03,16:00:00,"QUEENS",105,"<18","M","BLACK","18-24","M","ASIAN / PACIFIC ISLANDER",40.69629,-73.744088,"st albans",4925,9.2,31539,87.4,2022,3
218722816,2020-10-04,05:36:00,"BROOKLYN",79,"25-44","M","BLACK","25-44","M","BLACK",40.6967793360001,-73.94655662,"bedford stuyvesant",41533,31.1,53859,87,2020,10
190562520,2018-11-29,03:00:00,"MANHATTAN",25,"25-44","M","BLACK","18-24","M","BLACK",40.811810558,-73.9383275229999,"east harlem",40595,33.7,57797,73.4,2018,11
276687570,2023-10-29,22:39:00,"BROOKLYN",67,"45-64","M","BLACK","25-44","M","BLACK",40.637796,-73.942376,"east flatbush farragut",6830,13.3,30961,86.6,2023,10
238779471,2022-01-06,21:57:00,"QUEENS",103,"18-24","M","BLACK","18-24","M","WHITE HISPANIC",40.70178,-73.80657,"jamaica",10827,19.4,124873,79.9,2022,1
178740661,2018-04-29,11:52:00,"BROOKLYN",70,"45-64","M","WHITE HISPANIC","25-44","M","BLACK",40.642159341,-73.957937333,"flatbush",17449,16.9,43442,87.8,2018,4
239993170,2022-02-01,11:10:00,"MANHATTAN",23,"25-44","M","BLACK","25-44","F","BLACK",40.789323,-73.946316,"east harlem",34909,32.4,51889,70.7,2022,2
217496598,2020-09-05,06:00:00,"BROOKLYN",72,"25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC",40.6484348170001,-74.015831219,"sunset park",38987,30.3,59001,58.6,2020,9
199844336,2019-07-16,21:30:00,"MANHATTAN",23,"18-24","M","BLACK","25-44","M","WHITE HISPANIC",40.7970890990001,-73.9427503859999,"east harlem",39284,33.3,57796,73.5,2019,7
271402826,2023-07-16,00:30:00,"BROOKLYN",83,"<18","M","BLACK","<18","M","WHITE HISPANIC",NA,NA,"bushwick",26629,22.6,49587,58.4,2023,7
220870735,2020-11-22,23:15:00,"BROOKLYN",79,"<18","M","BLACK","<18","M","BLACK",40.6803340050001,-73.938424772,"bedford stuyvesant",44896,31.7,61508,75.9,2020,11
266246632,2023-04-05,15:20:00,"QUEENS",103,"18-24","M","BLACK","18-24","M","WHITE",40.704704,-73.798972,"jamaica",34925,14.7,153737,79.9,2023,4
197660693,2019-05-26,05:21:00,"MANHATTAN",23,"25-44","M","BLACK","25-44","F","BLACK",40.7867308670001,-73.941130664,"east harlem",37153,34.1,63957,74.3,2019,5
214925803,2020-07-03,02:50:00,"STATEN ISLAND",121,"18-24","M","BLACK","25-44","M","BLACK",40.638078697,-74.131842975,"port richmond",14333,21.6,10945,85.7,2020,7
197660693,2019-05-26,05:21:00,"MANHATTAN",23,"25-44","M","BLACK","25-44","M","BLACK",40.7867308670001,-73.941130664,"east harlem",38948,33.1,58564,73.1,2019,5
214778104,2020-06-30,09:00:00,"BROOKLYN",79,"18-24","M","BLACK","25-44","M","BLACK",40.690534245,-73.942444091,"bedford stuyvesant",43803,32.5,62445,75.9,2020,6
238861986,2022-01-09,00:47:00,"MANHATTAN",25,"25-44","M","BLACK","18-24","F","WHITE HISPANIC",40.798285,-73.94082,"east harlem",36518,33.3,62446,75.8,2022,1
237712916,2021-12-11,22:02:00,"BROOKLYN",73,"25-44","M","BLACK","25-44","M","BLACK",40.6596909890001,-73.901384895,"brownsville",18139,37.2,26752,76.9,2021,12
220863880,2020-11-22,13:19:00,"BROOKLYN",75,"18-24","M","BLACK","25-44","M","WHITE HISPANIC",40.6728904920001,-73.89807042,"east new york",60560,32.8,78136,73,2020,11
227089749,2021-04-17,18:30:00,"MANHATTAN",32,"25-44","M","BLACK HISPANIC","18-24","M","BLACK",40.8131034310001,-73.941495689,"harlem",30236,22.7,48360,83.4,2021,4
270489849,2023-06-27,20:20:00,"BRONX",42,"25-44","M","BLACK","25-44","M","BLACK",40.836327,-73.884678,"crotona park east",8306,37.2,6660,58.8,2023,6
182667789,2018-05-11,21:40:00,"BRONX",40,"<18","F","BLACK","25-44","F","BLACK",40.8086296180001,-73.915789469,"mott haven port morris",23508,44.8,18395,58.4,2018,5
238532487,2022-01-01,05:45:00,"MANHATTAN",23,"25-44","M","BLACK","25-44","M","BLACK",40.794086,-73.936809,"east harlem",41117,34,34278,78.3,2022,1
252533394,2022-10-13,20:42:00,"MANHATTAN",23,"18-24","M","BLACK","18-24","M","BLACK",40.793778,-73.937034,"east harlem",34909,32.4,62542,74.3,2022,10
233459106,2021-09-10,17:35:00,"BROOKLYN",79,"25-44","M","BLACK","18-24","M","BLACK",40.6893301530001,-73.949681448,"bedford stuyvesant",44037,30.5,77678,82,2021,9
250181106,2022-08-26,01:11:00,"BROOKLYN",81,"25-44","M","BLACK","25-44","M","BLACK",40.686458,-73.938732,"bedford stuyvesant",41533,31.1,70348,78.7,2022,8
171254026,2017-11-04,00:25:00,"MANHATTAN",25,"18-24","M","BLACK","18-24","M","BLACK",40.7974682440001,-73.932868581,"east harlem",41871,34.3,63398,73.8,2017,11
250181106,2022-08-26,01:11:00,"BROOKLYN",81,"25-44","M","BLACK","25-44","M","BLACK",40.686458,-73.938732,"bedford stuyvesant",20405,22.2,66644,77.3,2022,8
228109390,2021-05-12,23:11:00,"BROOKLYN",83,"25-44","M","BLACK","25-44","M","BLACK",40.688220797,-73.9198117,"bushwick",38525,28.6,49587,58.4,2021,5
242268292,2022-03-17,17:50:00,"BROOKLYN",75,"<18","M","BLACK","25-44","M","BLACK",40.667621,-73.896254,"east new york",27497,28.7,11190,70.5,2022,3
186329303,2018-08-12,17:06:00,"BRONX",46,"45-64","M","BLACK HISPANIC","45-64","M","BLACK",40.8461736620001,-73.9201489989999,"university heights morris heights",19159,35.9,23397,67.1,2018,8
267811915,2023-05-05,19:07:00,"BROOKLYN",79,"25-44","M","BLACK","18-24","M","BLACK",40.700503,-73.94154,"bedford stuyvesant",41921,28.6,49551,84.8,2023,5
213187658,2020-05-15,15:26:00,"MANHATTAN",34,"18-24","M","BLACK HISPANIC","25-44","M","BLACK HISPANIC",40.853400472,-73.9298439519999,"washington heights",16098,20.1,141789,71,2020,5
167282055,2017-07-21,10:45:00,"MANHATTAN",25,"25-44","M","WHITE HISPANIC","18-24","M","BLACK",40.8017176380001,-73.934351523,"east harlem",40251,33.8,55490,72.3,2017,7
193118596,2019-02-02,19:40:00,"MANHATTAN",23,"18-24","M","WHITE HISPANIC","18-24","M","BLACK HISPANIC",40.7919157470001,-73.945478983,"east harlem",35223,31.8,61978,74.6,2019,2
254974253,2022-12-01,23:54:00,"BRONX",48,"25-44","M","BLACK","25-44","M","BLACK",40.85469705,-73.89534312,"belmont",10489,40,7301,55.7,2022,12
178332734,2018-04-18,20:40:00,"BROOKLYN",79,"18-24","M","BLACK","25-44","M","BLACK",40.6936685910001,-73.9445173779999,"bedford stuyvesant",43387,31.7,58841,75.2,2018,4
201141629,2019-08-14,23:14:00,"BROOKLYN",83,"25-44","M","BLACK","25-44","M","BLACK",40.6960170250001,-73.9317261259999,"bushwick",15284,24.3,61859,69.3,2019,8
195396618,2019-03-31,07:29:00,"BROOKLYN",79,"18-24","M","BLACK","25-44","F","BLACK",40.6798461590001,-73.939383573,"bedford stuyvesant",44896,31.7,70348,78.7,2019,3
178740358,2018-04-27,17:54:00,"QUEENS",101,"25-44","M","WHITE HISPANIC","25-44","M","BLACK",40.59621351,-73.764699755,"far rockaway bayswater",11328,21.5,31553,79.9,2018,4
160296911,2017-01-15,19:57:00,"BRONX",48,"18-24","M","BLACK","25-44","M","BLACK",40.8512883230001,-73.883072737,"belmont",12844,39.7,8799,62.8,2017,1
201089982,2019-08-13,23:49:00,"BROOKLYN",62,"25-44","M","BLACK","25-44","M","WHITE HISPANIC",40.6089482090001,-73.983721606,"bensonhurst",31601,16.8,101318,73.7,2019,8
264657995,2023-03-06,16:44:00,"BROOKLYN",75,"<18","M","BLACK HISPANIC","45-64","M","BLACK HISPANIC",40.66852195,-73.87941026,"east new york",11343,25.5,12787,72.9,2023,3
198705943,2019-06-19,10:40:00,"MANHATTAN",5,"25-44","M","BLACK","25-44","M","BLACK",40.7108373070001,-74.000632904,"tribeca civic center",838,3.9,16338,94.8,2019,6
164781320,2017-05-14,12:41:00,"BROOKLYN",75,"18-24","M","BLACK","18-24","M","ASIAN / PACIFIC ISLANDER",40.6722342630001,-73.880333921,"east new york",11881,39.4,40343,75.3,2017,5
269541208,2023-06-08,02:00:00,"BROOKLYN",70,"18-24","M","BLACK","25-44","M","BLACK",40.645919,-73.961443,"flatbush",23628,22.6,43442,87.8,2023,6
221025255,2020-11-26,11:42:00,"MANHATTAN",23,"18-24","M","BLACK","25-44","M","BLACK",40.7887200850001,-73.9399954209999,"east harlem",37230,33.8,62542,74.3,2020,11
251277230,2022-09-18,19:35:00,"MANHATTAN",25,"18-24","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC",40.797475,-73.938898,"east harlem",34617,31.1,57115,73.7,2022,9
272103285,2023-07-30,03:50:00,"QUEENS",110,"25-44","M","BLACK","18-24","M","BLACK",40.739221,-73.884524,"elmhurst",10489,12.8,41076,70.3,2023,7
169566541,2017-09-20,21:15:00,"QUEENS",103,"18-24","M","WHITE HISPANIC","18-24","M","BLACK HISPANIC",40.705615607,-73.788418082,"jamaica",43334,15.3,176401,82.1,2017,9
232496781,2021-08-19,20:32:00,"BROOKLYN",77,"45-64","M","BLACK","45-64","F","BLACK",40.6703624580001,-73.926797743,"crown heights",8415,16.9,72428,86.2,2021,8
231944879,2021-08-08,02:54:00,"QUEENS",103,"25-44","M","BLACK","25-44","M","BLACK",40.6934578,-73.803389559,"jamaica",9119,16.5,118287,78.8,2021,8
227950643,2021-05-06,10:16:00,"BROOKLYN",81,"25-44","M","BLACK","25-44","M","WHITE HISPANIC",40.690404378,-73.930543943,"bedford stuyvesant",23143,26,66644,77.3,2021,5
244102489,2022-04-24,19:29:00,"MANHATTAN",25,"25-44","M","BLACK","25-44","F","WHITE HISPANIC",40.80985,-73.937644,"east harlem",37230,33.8,51889,70.7,2022,4
236246540,2021-11-13,21:10:00,"MANHATTAN",23,"18-24","M","BLACK","25-44","M","BLACK",40.7971317590001,-73.9469381329999,"east harlem",35961,32.9,56672,72.3,2021,11
246312313,2022-06-08,01:31:00,"MANHATTAN",23,"18-24","M","BLACK","18-24","M","BLACK",40.788824,-73.951937,"east harlem",38624,34.3,56672,72.3,2022,6
197016009,2019-05-09,09:23:00,"BROOKLYN",75,"25-44","M","BLACK","25-44","M","BLACK",40.669168163,-73.896650414,"east new york",11343,25.5,48705,80.6,2019,5
226204062,2021-03-27,15:27:00,"BROOKLYN",79,"25-44","M","BLACK","45-64","M","BLACK",40.6988069810001,-73.936803094,"bushwick",35895,27.8,46519,59,2021,3
221484508,2020-12-07,21:51:00,"QUEENS",106,"18-24","M","ASIAN / PACIFIC ISLANDER","18-24","M","BLACK",40.6800458440001,-73.8483145129999,"ozone park",3186,13.3,13209,80.9,2020,12
216511818,2020-08-12,13:58:00,"BROOKLYN",73,"25-44","M","BLACK","25-44","M","BLACK",40.6660418710001,-73.906965369,"brownsville",24010,43.1,54540,72.5,2020,8
167036562,2017-07-13,13:29:00,"MANHATTAN",25,"18-24","M","BLACK","25-44","M","BLACK",40.803203749,-73.942569943,"east harlem",36803,31.2,59826,75.3,2017,7
274622216,2023-09-18,09:23:00,"MANHATTAN",25,"18-24","M","BLACK","25-44","F","BLACK",40.795807,-73.937099,"east harlem",41871,34.3,59826,75.3,2023,9
272458922,2023-08-06,00:13:00,"MANHATTAN",25,"18-24","M","BLACK","25-44","M","BLACK HISPANIC",40.800244,-73.940436,"east harlem",15776,28.1,61174,75.1,2023,8
222848394,2021-01-08,05:50:00,"MANHATTAN",23,"25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC",40.7861782940001,-73.9486115889999,"east harlem",34617,31.1,57115,73.7,2021,1
230448654,2021-07-04,21:31:00,"BRONX",47,"25-44","M","BLACK","25-44","M","WHITE HISPANIC",40.8876720650001,-73.863925556,"williamsbridge olinville",15425,24,32803,77.8,2021,7
202804357,2019-09-23,11:45:00,"MANHATTAN",23,"25-44","M","WHITE HISPANIC","18-24","M","BLACK HISPANIC",40.7958473410001,-73.9469084579999,"east harlem",38624,34.3,63957,74.3,2019,9
172559512,2017-12-12,18:25:00,"BROOKLYN",75,"25-44","M","BLACK","65+","M","ASIAN / PACIFIC ISLANDER",40.661360851,-73.8792599509999,"east new york new lots",13106,25.3,26562,82.1,2017,12
172479302,2017-12-09,12:19:00,"MANHATTAN",25,"25-44","M","BLACK","25-44","M","BLACK",40.8017176380001,-73.934351523,"east harlem",36311,30.5,65848,76.5,2017,12
225663425,2021-03-15,22:55:00,"BROOKLYN",94,"18-24","M","WHITE HISPANIC","18-24","M","BLACK HISPANIC",40.735832987,-73.959320433,"greenpoint",29626,21.3,64529,78.9,2021,3
206311808,2019-12-10,23:32:00,"STATEN ISLAND",122,"18-24","F","WHITE HISPANIC","18-24","M","WHITE",40.565395567,-74.111918604,"new dorp midland beach",1315,6.4,13482,88.1,2019,12
248540226,2022-07-25,15:47:00,"BROOKLYN",71,"<18","M","BLACK","<18","M","BLACK HISPANIC",40.657557,-73.954888,"prospect lefferts gardens wingate",13562,20,38834,81.8,2022,7
263211697,2023-02-07,22:25:00,"BRONX",46,"18-24","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC",NA,NA,"mount hope",20270,38.3,20334,64.3,2023,2
201483468,2019-08-22,18:03:00,"BRONX",46,"25-44","M","WHITE HISPANIC","18-24","M","BLACK",40.854547906,-73.913339443,"university heights morris heights",23845,42,19767,63.7,2019,8
255746295,2022-12-09,19:55:00,"BRONX",40,"25-44","M","WHITE HISPANIC","45-64","M","WHITE HISPANIC",40.789794,-73.952288,"east harlem",34617,31.1,51889,70.7,2022,12
188235491,2018-10-01,17:36:00,"BRONX",47,"25-44","M","BLACK","25-44","M","BLACK",40.8954776780001,-73.855714893,"wakefield woodlawn",7468,15.2,27997,82.5,2018,10
234109824,2021-09-27,00:24:00,"BROOKLYN",73,"25-44","M","BLACK","25-44","M","BLACK",40.656154669,-73.9033939939999,"brownsville",45369,37.2,26973,72.3,2021,9
185805056,2018-07-30,20:53:00,"QUEENS",114,"25-44","M","WHITE","<18","M","WHITE",40.767189014,-73.92689439,"astoria",12386,16.1,52766,85.2,2018,7
242393704,2022-03-20,16:00:00,"BROOKLYN",75,"25-44","M","BLACK","25-44","M","BLACK",40.672382,-73.892576,"east new york",51618,27.3,14922,79,2022,3
248893548,2022-08-01,18:55:00,"BROOKLYN",79,"18-24","F","BLACK","18-24","M","BLACK",40.679914,-73.940768,"bedford stuyvesant",41921,28.6,70348,78.7,2022,8
271402826,2023-07-16,00:30:00,"BROOKLYN",83,"<18","M","BLACK","<18","M","WHITE HISPANIC",NA,NA,"bushwick",36778,27.3,57366,65.3,2023,7
222848394,2021-01-08,05:50:00,"MANHATTAN",23,"25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC",40.7861782940001,-73.9486115889999,"east harlem",34617,31.1,62542,74.3,2021,1
256123227,2022-12-15,01:30:00,"MANHATTAN",32,"18-24","M","BLACK","18-24","M","BLACK",40.81063,-73.943399,"harlem",20726,25.1,79663,84.5,2022,12
205705081,2019-11-26,20:19:00,"BROOKLYN",81,"18-24","M","BLACK","<18","M","BLACK",40.687533827,-73.935954701,"bedford stuyvesant",42455,32.8,77678,82,2019,11
248435789,2022-07-23,02:02:00,"MANHATTAN",23,"25-44","M","BLACK","25-44","M","BLACK",40.786582,-73.940798,"east harlem",39934,33.4,63398,73.8,2022,7
251361931,2022-09-20,21:34:00,"MANHATTAN",25,"25-44","M","BLACK","25-44","F","BLACK",40.799522,-73.932838,"east harlem",38590,34.6,49987,67.8,2022,9
234475687,2021-10-04,13:10:00,"QUEENS",101,"45-64","M","BLACK","25-44","M","BLACK",40.604465159,-73.753060514,"far rockaway bayswater",10048,18,25783,76,2021,10
246769431,2022-06-16,13:05:00,"BROOKLYN",81,"45-64","M","WHITE HISPANIC","45-64","M","BLACK",40.694256,-73.932807,"bedford stuyvesant",22305,26.7,70348,78.7,2022,6
199052835,2019-06-28,00:25:00,"BRONX",42,"25-44","M","BLACK","25-44","M","BLACK",40.8331541690001,-73.9091375049999,"claremont village claremont",9763,40.4,8794,61.7,2019,6
183690691,2018-06-09,22:20:00,"BRONX",48,"18-24","M","BLACK","25-44","M","WHITE HISPANIC",40.8512883230001,-73.883072737,"belmont",10690,45.6,9642,65.7,2018,6
202457201,2019-09-14,05:33:00,"BROOKLYN",83,"25-44","M","BLACK","25-44","M","BLACK",40.693006827,-73.912181572,"bushwick",34402,26.8,30767,76.6,2019,9
228109392,2021-05-12,23:16:00,"BROOKLYN",81,"25-44","M","BLACK","25-44","M","WHITE",40.684458057,-73.920306588,"bedford stuyvesant",19101,22.1,70348,78.7,2021,5
260491293,2022-12-24,19:25:00,"BROOKLYN",73,"18-24","M","BLACK","25-44","M","BLACK",40.661648,-73.915002,"brownsville",43833,36.7,26973,72.3,2022,12
243566417,2022-04-12,08:26:00,"BROOKLYN",72,"45-64","M","BLACK","45-64","F","ASIAN / PACIFIC ISLANDER",40.6581577535544,-74.0004411548878,"sunset park",39927,31.1,46973,57,2022,4
166268794,2017-06-20,23:45:00,"BROOKLYN",83,"25-44","M","BLACK HISPANIC","25-44","M","BLACK",40.698331367,-73.9174962,"bushwick",12248,23.3,54679,62.6,2017,6
248435789,2022-07-23,02:02:00,"MANHATTAN",23,"18-24","M","BLACK","25-44","M","BLACK",40.786582,-73.940798,"east harlem",37227,30.7,34278,78.3,2022,7
273126315,2023-08-18,23:12:00,"MANHATTAN",25,"25-44","M","BLACK","25-44","M","BLACK HISPANIC",40.798965,-73.942427,"east harlem",38590,34.6,61978,74.6,2023,8
271746435,2023-07-22,23:27:00,"MANHATTAN",25,"25-44","M","WHITE HISPANIC","45-64","M","BLACK",40.7999310279467,-73.9406642603565,"east harlem",38127,32.7,63398,73.8,2023,7
228917763,2021-05-31,22:29:00,"MANHATTAN",25,"25-44","M","BLACK","25-44","M","BLACK",40.8030808130001,-73.9383728609999,"east harlem",36518,33.3,63108,74.8,2021,5
242379644,2022-03-19,13:10:00,"BROOKLYN",67,"18-24","M","BLACK","25-44","M","BLACK",40.648249,-73.91234,"canarsie",12294,13.9,51218,85.6,2022,3
174660908,2018-02-09,22:36:00,"BROOKLYN",70,"25-44","M","BLACK","25-44","M","BLACK",40.6427384560001,-73.957031849,"flatbush",34228,22,55835,79.7,2018,2
248668760,2022-07-27,04:08:00,"BRONX",48,"18-24","M","BLACK HISPANIC","18-24","M","BLACK HISPANIC",40.85403,-73.884044,"belmont",11394,41.9,8799,62.8,2022,7
234930233,2021-10-13,17:55:00,"BROOKLYN",62,"25-44","F","ASIAN / PACIFIC ISLANDER","18-24","F","ASIAN / PACIFIC ISLANDER",40.609621615,-73.9966303699999,"bensonhurst",33809,17.9,91295,71.3,2021,10
